NAME	STATUS	LOOKED_UP_SYMBOL	TITLE
CRSP8	valid_symbol	CRSP8	"cofactor required for Sp1 transcriptional activation, subunit 8, 34kDa"
KIAA0436	accession_or_alias	PREPL	prolyl endopeptidase-like
TMP21	accession_or_alias	TMED10	transmembrane emp24-like trafficking protein 10 (yeast)
FLJ22746	valid_symbol	FLJ22746	hypothetical protein FLJ22746
BAMBI	valid_symbol	BAMBI	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)
SYT4	valid_symbol	SYT4	synaptotagmin IV
HDAC9	valid_symbol	HDAC9	histone deacetylase 9
MLLT6	valid_symbol	MLLT6	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6"
BIN1	valid_symbol	BIN1	bridging integrator 1
EZH1	valid_symbol	EZH1	enhancer of zeste homolog 1 (Drosophila)
MXI1	valid_symbol	MXI1	MAX interacting protein 1
IGSF4B	valid_symbol	IGSF4B	"immunoglobulin superfamily, member 4B"
KIAA1747	accession_or_alias	LOC57795	hypothetical protein from clone 24828
LOX	valid_symbol	LOX	lysyl oxidase
EPHA2	valid_symbol	EPHA2	EphA2
FLJ10385	accession_or_alias	WDR79	WD repeat domain 79
NTN1	valid_symbol	NTN1	netrin 1
USP2	valid_symbol	USP2	ubiquitin specific protease 2
TM4SF7	valid_symbol	TM4SF7	transmembrane 4 superfamily member 7
HOXA11	valid_symbol	HOXA11	homeo box A11
TEAD1	valid_symbol	TEAD1	TEA domain family member 1 (SV40 transcriptional enhancer factor)
RGS20	valid_symbol	RGS20	regulator of G-protein signalling 20
ZDHHC22	valid_symbol	ZDHHC22	"zinc finger, DHHC-type containing 22"
LOC55974	valid_symbol	LOC55974	stromal cell protein
WBP4	valid_symbol	WBP4	WW domain binding protein 4 (formin binding protein 21)
MOPT	valid_symbol	MOPT	protein containing single MORN motif in testis
RCOR1	valid_symbol	RCOR1	REST corepressor 1
GFRA1	valid_symbol	GFRA1	GDNF family receptor alpha 1
IL31RA	valid_symbol	IL31RA	interleukin 31 receptor A
ARID1B	valid_symbol	ARID1B	AT rich interactive domain 1B (SWI1-like)
COL1A1	valid_symbol	COL1A1	"collagen, type I, alpha 1"
FLJ39370	valid_symbol	FLJ39370	hypothetical protein FLJ39370
ATOH1	valid_symbol	ATOH1	atonal homolog 1 (Drosophila)
ASPA	valid_symbol	ASPA	"aspartoacylase (aminoacylase 2, Canavan disease)"
TCF15	valid_symbol	TCF15	transcription factor 15 (basic helix-loop-helix)
DHRS3	valid_symbol	DHRS3	dehydrogenase/reductase (SDR family) member 3
RUNX1	valid_symbol	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)
EFNB1	valid_symbol	EFNB1	ephrin-B1
PDGFA	valid_symbol	PDGFA	platelet-derived growth factor alpha polypeptide
KIAA0261	valid_symbol	KIAA0261	KIAA0261
PPM1B	valid_symbol	PPM1B	"protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform"
MGST3	valid_symbol	MGST3	microsomal glutathione S-transferase 3
LOC257106	valid_symbol	LOC257106	hypothetical protein LOC257106
PSME4	valid_symbol	PSME4	"proteasome (prosome, macropain) activator subunit 4"
BNC2	valid_symbol	BNC2	basonuclin 2
C6ORF62	valid_symbol	C6ORF62	chromosome 6 open reading frame 62
EXOSC9	valid_symbol	EXOSC9	exosome component 9
CALN1	valid_symbol	CALN1	calneuron 1
IRS4	valid_symbol	IRS4	insulin receptor substrate 4
FRS2	valid_symbol	FRS2	fibroblast growth factor receptor substrate 2
KCNG3	valid_symbol	KCNG3	"potassium voltage-gated channel, subfamily G, member 3"
SLCO1A2	valid_symbol	SLCO1A2	"solute carrier organic anion transporter family, member 1A2"
ASXL1	valid_symbol	ASXL1	additional sex combs like 1 (Drosophila)
ATF7	valid_symbol	ATF7	activating transcription factor 7
SIAT8A	valid_symbol	SIAT8A	"sialyltransferase 8A (alpha-N-acetylneuraminate: alpha-2,8-sialyltransferase, GD3 synthase)"
BTBD3	valid_symbol	BTBD3	BTB (POZ) domain containing 3
C5ORF12	valid_symbol	C5ORF12	chromosome 5 open reading frame 12
HSPA2	valid_symbol	HSPA2	heat shock 70kDa protein 2
TDRD5	valid_symbol	TDRD5	tudor domain containing 5
ATP1B2	valid_symbol	ATP1B2	"ATPase, Na+/K+ transporting, beta 2 polypeptide"
MPZ	valid_symbol	MPZ	myelin protein zero (Charcot-Marie-Tooth neuropathy 1B)
CRY2	valid_symbol	CRY2	cryptochrome 2 (photolyase-like)
DKK4	valid_symbol	DKK4	dickkopf homolog 4 (Xenopus laevis)
CDK6	valid_symbol	CDK6	cyclin-dependent kinase 6
RPS15A	valid_symbol	RPS15A	ribosomal protein S15a
MEIS1	valid_symbol	MEIS1	"Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)"
BCL11B	valid_symbol	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
ABCC1	valid_symbol	ABCC1	"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"
EML1	valid_symbol	EML1	echinoderm microtubule associated protein like 1
PTPRM	valid_symbol	PTPRM	"protein tyrosine phosphatase, receptor type, M"
APTX	valid_symbol	APTX	aprataxin
MGC46719	accession_or_alias	LIX1L	Lix1 homolog (mouse) like
MGC39633	valid_symbol	MGC39633	hypothetical protein MGC39633
PAK6	valid_symbol	PAK6	p21(CDKN1A)-activated kinase 6
FLJ11783	valid_symbol	FLJ11783	hypothetical protein FLJ11783
SOX3	valid_symbol	SOX3	SRY (sex determining region Y)-box 3
FRMPD1	valid_symbol	FRMPD1	FERM and PDZ domain containing 1
FGF7	valid_symbol	FGF7	fibroblast growth factor 7 (keratinocyte growth factor)
HCCS	valid_symbol	HCCS	holocytochrome c synthase (cytochrome c heme-lyase)
C13ORF22	valid_symbol	C13ORF22	chromosome 13 open reading frame 22
ELOVL4	valid_symbol	ELOVL4	"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4"
MGC35338	valid_symbol	MGC35338	hypothetical protein MGC35338
MAML3	valid_symbol	MAML3	Mastermind-like 3 (Drosophila)
RGL2	valid_symbol	RGL2	ral guanine nucleotide dissociation stimulator-like 2
PCSK2	valid_symbol	PCSK2	proprotein convertase subtilisin/kexin type 2
CAV2	valid_symbol	CAV2	caveolin 2
CDKL2	valid_symbol	CDKL2	cyclin-dependent kinase-like 2 (CDC2-related kinase)
TOP1	valid_symbol	TOP1	topoisomerase (DNA) I
FBXO11	valid_symbol	FBXO11	F-box only protein 11
SLC5A2	valid_symbol	SLC5A2	"solute carrier family 5 (sodium/glucose cotransporter), member 2"
RIS1	accession_or_alias	UQCRFS1	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
PTPRU	valid_symbol	PTPRU	"protein tyrosine phosphatase, receptor type, U"
DTNA	valid_symbol	DTNA	"dystrobrevin, alpha"
MGC11061	accession_or_alias	YIPF4	"Yip1 domain family, member 4"
ZZZ3	valid_symbol	ZZZ3	"zinc finger, ZZ-type containing 3"
P24B	accession_or_alias	TMED3	transmembrane emp24 domain containing 3
C14ORF159	valid_symbol	C14ORF159	chromosome 14 open reading frame 159
AKR1CL2	valid_symbol	AKR1CL2	"aldo-keto reductase family 1, member C-like 2"
MRPS18B	valid_symbol	MRPS18B	mitochondrial ribosomal protein S18B
MGC4606	accession_or_alias	C16ORF53	chromosome 16 open reading frame 53
FBXL11	valid_symbol	FBXL11	F-box and leucine-rich repeat protein 11
ETS2	valid_symbol	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
CLC	valid_symbol	CLC	Charcot-Leyden crystal protein
KRT14	valid_symbol	KRT14	"keratin 14 (epidermolysis bullosa simplex, Dowling-Meara, Koebner)"
MGLL	valid_symbol	MGLL	monoglyceride lipase
HMGB2	valid_symbol	HMGB2	high-mobility group box 2
HYAL2	valid_symbol	HYAL2	hyaluronoglucosaminidase 2
DHX30	valid_symbol	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30
PCDH18	valid_symbol	PCDH18	protocadherin 18
PRDM12	valid_symbol	PRDM12	PR domain containing 12
AQP9	valid_symbol	AQP9	aquaporin 9
PTN	valid_symbol	PTN	"pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)"
NEUROD2	valid_symbol	NEUROD2	neurogenic differentiation 2
NNT	valid_symbol	NNT	nicotinamide nucleotide transhydrogenase
SHFM3	accession_or_alias	FBXW4	F-box and WD-40 domain protein 4
EFNA4	valid_symbol	EFNA4	ephrin-A4
ANKRD15	valid_symbol	ANKRD15	ankyrin repeat domain 15
GUCA1A	valid_symbol	GUCA1A	guanylate cyclase activator 1A (retina)
CYP2A7	valid_symbol	CYP2A7	"cytochrome P450, family 2, subfamily A, polypeptide 7"
DKFZP686L20145	accession_or_alias	WDR44	WD repeat domain 44
HABP2	valid_symbol	HABP2	hyaluronan binding protein 2
TRIM45	valid_symbol	TRIM45	tripartite motif-containing 45
FLJ39653	valid_symbol	FLJ39653	hypothetical protein FLJ39653
FLJ23047	accession_or_alias	LRRIQ2	leucine-rich repeats and IQ motif containing 2
ARL4A	accession_or_alias	ARL4	ADP-ribosylation factor-like 4
SP4	valid_symbol	SP4	Sp4 transcription factor
INMT	valid_symbol	INMT	indolethylamine N-methyltransferase
ZA20D1	valid_symbol	ZA20D1	"zinc finger, A20 domain containing 1"
HOXD10	valid_symbol	HOXD10	homeo box D10
STK33	valid_symbol	STK33	serine/threonine kinase 33
MGC15912	valid_symbol	MGC15912	hypothetical protein MGC15912
CACNA1E	valid_symbol	CACNA1E	"calcium channel, voltage-dependent, alpha 1E subunit"
FLJ23554	valid_symbol	FLJ23554	hypothetical protein FLJ23554
KBTBD6	valid_symbol	KBTBD6	kelch repeat and BTB (POZ) domain containing 6
SSBP2	valid_symbol	SSBP2	single-stranded DNA binding protein 2
UBE4B	valid_symbol	UBE4B	"ubiquitination factor E4B (UFD2 homolog, yeast)"
KRTAP15-1	valid_symbol	KRTAP15-1	keratin associated protein 15-1
SLC16A6	valid_symbol	SLC16A6	"solute carrier family 16 (monocarboxylic acid transporters), member 6"
ZNF436	valid_symbol	ZNF436	zinc finger protein 436
FAT	valid_symbol	FAT	FAT tumor suppressor homolog 1 (Drosophila)
TRIM8	valid_symbol	TRIM8	tripartite motif-containing 8
ZNFN1A2	valid_symbol	ZNFN1A2	"zinc finger protein, subfamily 1A, 2 (Helios)"
IL13RA1	valid_symbol	IL13RA1	"interleukin 13 receptor, alpha 1"
EIF4EBP2	valid_symbol	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
PREP	valid_symbol	PREP	prolyl endopeptidase
ZNF521	valid_symbol	ZNF521	zinc finger protein 521
HIBADH	valid_symbol	HIBADH	3-hydroxyisobutyrate dehydrogenase
EAF2	valid_symbol	EAF2	ELL associated factor 2
COCH	valid_symbol	COCH	"coagulation factor C homolog, cochlin (Limulus polyphemus)"
SMP1	accession_or_alias	TMEM50A	transmembrane protein 50A
C20ORF112	valid_symbol	C20ORF112	chromosome 20 open reading frame 112
ITGA2	valid_symbol	ITGA2	"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
NAV3	valid_symbol	NAV3	neuron navigator 3
RNF38	valid_symbol	RNF38	ring finger protein 38
FLJ45983	valid_symbol	FLJ45983	FLJ45983 protein
FOSB	valid_symbol	FOSB	FBJ murine osteosarcoma viral oncogene homolog B
NRG1	valid_symbol	NRG1	neuregulin 1
RBMS1	valid_symbol	RBMS1	"RNA binding motif, single stranded interacting protein 1"
GRK5	valid_symbol	GRK5	G protein-coupled receptor kinase 5
KLF8	valid_symbol	KLF8	Kruppel-like factor 8
DKFZP434F0318	valid_symbol	DKFZP434F0318	hypothetical protein DKFZp434F0318
CNTNAP4	valid_symbol	CNTNAP4	contactin associated protein-like 4
ACCN4	valid_symbol	ACCN4	"amiloride-sensitive cation channel 4, pituitary"
HAPLN1	valid_symbol	HAPLN1	hyaluronan and proteoglycan link protein 1
KCNC2	valid_symbol	KCNC2	"potassium voltage-gated channel, Shaw-related subfamily, member 2"
BMI1	accession_or_alias	PCGF4	polycomb group ring finger 4
HOXB8	valid_symbol	HOXB8	homeo box B8
ZNF198	valid_symbol	ZNF198	zinc finger protein 198
ZNF6	valid_symbol	ZNF6	zinc finger protein 6 (CMPX1)
OPA3	valid_symbol	OPA3	"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"
SLC16A2	valid_symbol	SLC16A2	"solute carrier family 16 (monocarboxylic acid transporters), member 2 (putative transporter)"
DLL1	valid_symbol	DLL1	delta-like 1 (Drosophila)
TAF5	valid_symbol	TAF5	"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa"
C20ORF27	valid_symbol	C20ORF27	chromosome 20 open reading frame 27
FTS	valid_symbol	FTS	fused toes homolog (mouse)
SDK1	valid_symbol	SDK1	sidekick homolog 1 (chicken)
DACT1	valid_symbol	DACT1	"dapper homolog 1, antagonist of beta-catenin (xenopus)"
ADSS	valid_symbol	ADSS	adenylosuccinate synthase
CXORF12	valid_symbol	CXORF12	chromosome X open reading frame 12
CD36	valid_symbol	CD36	"CD36 antigen (collagen type I receptor, thrombospondin receptor)"
SGTB	valid_symbol	SGTB	"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta"
STC1	valid_symbol	STC1	stanniocalcin 1
PAPPA	valid_symbol	PAPPA	pregnancy-associated plasma protein A
GHR	valid_symbol	GHR	growth hormone receptor
FGA	valid_symbol	FGA	"fibrinogen, A alpha polypeptide"
LOC148898	valid_symbol	LOC148898	hypothetical protein BC007899
FLJ13236	valid_symbol	FLJ13236	hypothetical protein FLJ13236
RCD-8	valid_symbol	RCD-8	autoantigen
MGC16121	valid_symbol	MGC16121	hypothetical protein MGC16121
CRLF1	valid_symbol	CRLF1	cytokine receptor-like factor 1
AMIGO2	valid_symbol	AMIGO2	amphoterin induced gene 2
MGC14151	valid_symbol	MGC14151	hypothetical protein MGC14151
QKI	valid_symbol	QKI	"quaking homolog, KH domain RNA binding (mouse)"
CTNNB1	valid_symbol	CTNNB1	"catenin (cadherin-associated protein), beta 1, 88kDa"
TTC17	valid_symbol	TTC17	Tetratricopeptide repeat domain 17
UNQ473	valid_symbol	UNQ473	DMC
CDW92	valid_symbol	CDW92	CDW92 antigen
LOC283514	valid_symbol	LOC283514	similar to seven in absentia 2
EIF3S6	valid_symbol	EIF3S6	"eukaryotic translation initiation factor 3, subunit 6 48kDa"
TIGD4	valid_symbol	TIGD4	tigger transposable element derived 4
ACIN1	valid_symbol	ACIN1	apoptotic chromatin condensation inducer 1
FLJ23861	valid_symbol	FLJ23861	hypothetical protein FLJ23861
EOS	accession_or_alias	PRSS33	"protease, serine, 33"
FLJ36180	valid_symbol	FLJ36180	hypothetical protein FLJ36180
JUP	valid_symbol	JUP	junction plakoglobin
CBFB	valid_symbol	CBFB	"core-binding factor, beta subunit"
ZCCHC5	valid_symbol	ZCCHC5	"zinc finger, CCHC domain containing 5"
NTN4	valid_symbol	NTN4	netrin 4
SAP30	valid_symbol	SAP30	"sin3-associated polypeptide, 30kDa"
NEUROG2	valid_symbol	NEUROG2	neurogenin 2
F25965	valid_symbol	F25965	protein F25965
OMP	valid_symbol	OMP	olfactory marker protein
C20ORF17	valid_symbol	C20ORF17	chromosome 20 open reading frame 17
AKR1A1	valid_symbol	AKR1A1	"aldo-keto reductase family 1, member A1 (aldehyde reductase)"
INPP1	valid_symbol	INPP1	inositol polyphosphate-1-phosphatase
ANKS1	valid_symbol	ANKS1	ankyrin repeat and sterile alpha motif domain containing 1
BTF3	valid_symbol	BTF3	basic transcription factor 3
KCNQ5	valid_symbol	KCNQ5	"potassium voltage-gated channel, KQT-like subfamily, member 5"
GNS	valid_symbol	GNS	glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)
RIT2	valid_symbol	RIT2	Ras-like without CAAX 2
FLJ22688	valid_symbol	FLJ22688	hypothetical protein FLJ22688
PIGF	valid_symbol	PIGF	"phosphatidylinositol glycan, class F"
BCL6	valid_symbol	BCL6	B-cell CLL/lymphoma 6 (zinc finger protein 51)
PDE6C	valid_symbol	PDE6C	"phosphodiesterase 6C, cGMP-specific, cone, alpha prime"
NDST4	valid_symbol	NDST4	N-deacetylase/N-sulfotransferase 4
COL8A1	valid_symbol	COL8A1	"collagen, type VIII, alpha 1"
LRP5	valid_symbol	LRP5	low density lipoprotein receptor-related protein 5
MGC42105	valid_symbol	MGC42105	hypothetical protein MGC42105
KIRREL	valid_symbol	KIRREL	kin of IRRE like (Drosophila)
VWF	valid_symbol	VWF	von Willebrand factor
C7ORF9	valid_symbol	C7ORF9	chromosome 7 open reading frame 9
ALDH1A2	valid_symbol	ALDH1A2	"aldehyde dehydrogenase 1 family, member A2"
DKFZP761B128	accession_or_alias	ZNF664	zinc finger protein 664
FLJ25590	valid_symbol	FLJ25590	hypothetical protein FLJ25590
ENTPD3	valid_symbol	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
FIP1L1	valid_symbol	FIP1L1	FIP1 like 1 (S. cerevisiae)
CDKN1B	valid_symbol	CDKN1B	"cyclin-dependent kinase inhibitor 1B (p27, Kip1)"
DKFZP761A052	accession_or_alias	OTUD5	OTU domain containing 5
CPS1	valid_symbol	CPS1	"carbamoyl-phosphate synthetase 1, mitochondrial"
CITED1	valid_symbol	CITED1	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1"
KLHL13	valid_symbol	KLHL13	kelch-like 13 (Drosophila)
SATB2	valid_symbol	SATB2	SATB family member 2
APP	valid_symbol	APP	"amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease)"
APOA2	valid_symbol	APOA2	apolipoprotein A-II
PALMD	valid_symbol	PALMD	palmdelphin
CUEDC1	valid_symbol	CUEDC1	CUE domain containing 1
MGC23909	valid_symbol	MGC23909	hypothetical protein MGC23909
APXL2	valid_symbol	APXL2	apical protein 2
JMJD1C	valid_symbol	JMJD1C	jumonji domain containing 1C
GRB7	valid_symbol	GRB7	growth factor receptor-bound protein 7
A2BP1	valid_symbol	A2BP1	ataxin 2-binding protein 1
SERPINA6	valid_symbol	SERPINA6	"serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6"
LEMD1	valid_symbol	LEMD1	LEM domain containing 1
CKB	valid_symbol	CKB	"creatine kinase, brain"
ERBB2IP	valid_symbol	ERBB2IP	erbb2 interacting protein
MPZL1	valid_symbol	MPZL1	myelin protein zero-like 1
VGLL4	valid_symbol	VGLL4	vestigial like 4 (Drosophila)
PAX6	valid_symbol	PAX6	"paired box gene 6 (aniridia, keratitis)"
ACVR1B	valid_symbol	ACVR1B	"activin A receptor, type IB"
MGC48972	accession_or_alias	DCUN1D3	"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)"
LRRC1	valid_symbol	LRRC1	leucine rich repeat containing 1
FGF17	valid_symbol	FGF17	fibroblast growth factor 17
CHN1	valid_symbol	CHN1	chimerin (chimaerin) 1
FAPP2	accession_or_alias	PLEKHA8	"Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8"
SLIT3	valid_symbol	SLIT3	slit homolog 3 (Drosophila)
DMRTA1	valid_symbol	DMRTA1	DMRT-like family A1
UBE3A	valid_symbol	UBE3A	"ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)"
MASP1	valid_symbol	MASP1	mannan-binding lectin serine protease 1 (C4/C2 activating component of Ra-reactive factor)
OAZIN	valid_symbol	OAZIN	ornithine decarboxylase antizyme inhibitor
CYB561	valid_symbol	CYB561	cytochrome b-561
RNF28	accession_or_alias	TRIM63	tripartite motif-containing 63
PTGER1	valid_symbol	PTGER1	"prostaglandin E receptor 1 (subtype EP1), 42kDa"
PRKWNK3	accession_or_alias	WNK3	WNK lysine deficient protein kinase 3
SAT	valid_symbol	SAT	spermidine/spermine N1-acetyltransferase
GAF1	accession_or_alias	RAB11FIP5	RAB11 family interacting protein 5 (class I)
CUL1	valid_symbol	CUL1	cullin 1
DKFZP434C0328	valid_symbol	DKFZP434C0328	hypothetical protein DKFZp434C0328
USP54	valid_symbol	USP54	ubiquitin specific protease 54
DKFZP434J154	valid_symbol	DKFZP434J154	DKFZP434J154 protein
UMOD	valid_symbol	UMOD	"uromodulin (uromucoid, Tamm-Horsfall glycoprotein)"
NANOS1	valid_symbol	NANOS1	nanos homolog 1 (Drosophila)
MGC34680	accession_or_alias	SLC43A2	"solute carrier family 43, member 2"
MLLT7	valid_symbol	MLLT7	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 7"
PLEKHE1	valid_symbol	PLEKHE1	"pleckstrin homology domain containing, family E (with leucine rich repeats) member 1"
STK38L	valid_symbol	STK38L	serine/threonine kinase 38 like
PITX1	valid_symbol	PITX1	paired-like homeodomain transcription factor 1
CBLL1	valid_symbol	CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1
DPYSL4	valid_symbol	DPYSL4	dihydropyrimidinase-like 4
FIGN	valid_symbol	FIGN	fidgetin
FGF20	valid_symbol	FGF20	fibroblast growth factor 20
TJP2	valid_symbol	TJP2	tight junction protein 2 (zona occludens 2)
FLJ22938	accession_or_alias	C1ORF113	chromosome 1 open reading frame 113
HSPB2	valid_symbol	HSPB2	heat shock 27kDa protein 2
CXORF1	valid_symbol	CXORF1	chromosome X open reading frame 1
ROBO4	valid_symbol	ROBO4	"roundabout homolog 4, magic roundabout (Drosophila)"
PCBP2	valid_symbol	PCBP2	poly(rC) binding protein 2
EPM2A	valid_symbol	EPM2A	"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)"
OTP	valid_symbol	OTP	orthopedia homolog (Drosophila)
MOCS3	valid_symbol	MOCS3	molybdenum cofactor synthesis 3
PHF3	valid_symbol	PHF3	PHD finger protein 3
RNF13	valid_symbol	RNF13	ring finger protein 13
FLJ13213	valid_symbol	FLJ13213	hypothetical protein FLJ13213
CNN1	valid_symbol	CNN1	"calponin 1, basic, smooth muscle"
CAB39L	valid_symbol	CAB39L	calcium binding protein 39-like
NFE2L2	valid_symbol	NFE2L2	nuclear factor (erythroid-derived 2)-like 2
GCC2	valid_symbol	GCC2	GRIP and coiled-coil domain-containing 2
C16ORF34	valid_symbol	C16ORF34	chromosome 16 open reading frame 34
ITPR1	valid_symbol	ITPR1	"inositol 1,4,5-triphosphate receptor, type 1"
TTBK2	valid_symbol	TTBK2	tau tubulin kinase 2
C2ORF17	valid_symbol	C2ORF17	Chromosome 2 open reading frame 17
DUSP4	valid_symbol	DUSP4	dual specificity phosphatase 4
KLF12	valid_symbol	KLF12	Kruppel-like factor 12
TEAD4	valid_symbol	TEAD4	TEA domain family member 4
ZCWPW1	valid_symbol	ZCWPW1	"zinc finger, CW-type with PWWP domain 1"
STX6	valid_symbol	STX6	syntaxin 6
OTX2	valid_symbol	OTX2	orthodenticle homolog 2 (Drosophila)
FLJ38507	valid_symbol	FLJ38507	colon carcinoma related protein
OMG	valid_symbol	OMG	oligodendrocyte myelin glycoprotein
TSPAN-2	accession_or_alias	TSPAN2	tetraspanin 2
GLUD2	valid_symbol	GLUD2	glutamate dehydrogenase 2
FLJ20674	valid_symbol	FLJ20674	hypothetical protein FLJ20674
PPARGC1A	valid_symbol	PPARGC1A	"peroxisome proliferative activated receptor, gamma, coactivator 1, alpha"
OA48-18	no_match		
REST	valid_symbol	REST	RE1-silencing transcription factor
ZNRF2	valid_symbol	ZNRF2	Zinc and ring finger 2
SLC2A12	valid_symbol	SLC2A12	"solute carrier family 2 (facilitated glucose transporter), member 12"
ULK2	valid_symbol	ULK2	unc-51-like kinase 2 (C. elegans)
EPN2	valid_symbol	EPN2	epsin 2
RBP3	valid_symbol	RBP3	"retinol binding protein 3, interstitial"
FLJ90396	valid_symbol	FLJ90396	hypothetical protein FLJ90396
PTD015	valid_symbol	PTD015	PTD015 protein
CCL3	valid_symbol	CCL3	chemokine (C-C motif) ligand 3
IMPDH2	valid_symbol	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2
PTD004	valid_symbol	PTD004	hypothetical protein PTD004
RPIP8	valid_symbol	RPIP8	RaP2 interacting protein 8
CWF19L2	valid_symbol	CWF19L2	"CWF19-like 2, cell cycle control (S. pombe)"
RREB1	valid_symbol	RREB1	ras responsive element binding protein 1
RFC1	valid_symbol	RFC1	"Replication factor C (activator 1) 1, 145kDa"
DOCK9	valid_symbol	DOCK9	dedicator of cytokinesis 9
CML66	accession_or_alias	NUDCD1	NudC domain containing 1
RNASE4	valid_symbol	RNASE4	"ribonuclease, RNase A family, 4"
NTF3	valid_symbol	NTF3	neurotrophin 3
CYLN2	valid_symbol	CYLN2	cytoplasmic linker 2
CGI-38	valid_symbol	CGI-38	brain specific protein
PAPLN	valid_symbol	PAPLN	"papilin, proteoglycan-like sulfated glycoprotein"
LMO3	valid_symbol	LMO3	LIM domain only 3 (rhombotin-like 2)
F-LANA	accession_or_alias	DERL2	"Der1-like domain family, member 2"
BHC80	accession_or_alias	PHF21A	PHD finger protein 21A
PIM1	valid_symbol	PIM1	pim-1 oncogene
MEIS2	valid_symbol	MEIS2	"Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)"
KRT23	valid_symbol	KRT23	keratin 23 (histone deacetylase inducible)
ARHGAP6	valid_symbol	ARHGAP6	Rho GTPase activating protein 6
GGPS1	valid_symbol	GGPS1	geranylgeranyl diphosphate synthase 1
DCT	valid_symbol	DCT	"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"
DD5	accession_or_alias	EDD1	"E3 ubiquitin protein ligase, HECT domain containing, 1"
LOC138046	valid_symbol	LOC138046	hypothetical protein LOC138046
ACVR1	valid_symbol	ACVR1	"activin A receptor, type I"
DKFZP434B0335	valid_symbol	DKFZP434B0335	DKFZP434B0335 protein
KIAA1387	valid_symbol	KIAA1387	KIAA1387 protein
PDE3B	valid_symbol	PDE3B	"phosphodiesterase 3B, cGMP-inhibited"
C6ORF109	valid_symbol	C6ORF109	chromosome 6 open reading frame 109
ERG	valid_symbol	ERG	v-ets erythroblastosis virus E26 oncogene like (avian)
MSC	valid_symbol	MSC	musculin (activated B-cell factor-1)
MGC13170	valid_symbol	MGC13170	MGC13170 gene
FBN2	valid_symbol	FBN2	fibrillin 2 (congenital contractural arachnodactyly)
HOXD1	valid_symbol	HOXD1	homeo box D1
XKRX	valid_symbol	XKRX	"X Kell blood group precursor-related, X-linked"
RAB6A	valid_symbol	RAB6A	"RAB6A, member RAS oncogene family"
CBFA2T1	accession_or_alias	RUNX1T1	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"
C6ORF80	valid_symbol	C6ORF80	chromosome 6 open reading frame 80
FLJ42393	valid_symbol	FLJ42393	FLJ42393 protein
SESN3	valid_symbol	SESN3	sestrin 3
NYD-SP25	valid_symbol	NYD-SP25	protein kinase NYD-SP25
MFGE8	valid_symbol	MFGE8	milk fat globule-EGF factor 8 protein
GPR63	valid_symbol	GPR63	G protein-coupled receptor 63
NRP2	valid_symbol	NRP2	neuropilin 2
B7-H4	accession_or_alias	VTCN1	V-set domain containing T cell activation inhibitor 1
D1S155E	accession_or_alias	CSDE1	"cold shock domain containing E1, RNA-binding"
BAIAP1	valid_symbol	BAIAP1	"Membrane associated guanylate kinase, WW and PDZ domain containing 1"
DDAH1	valid_symbol	DDAH1	dimethylarginine dimethylaminohydrolase 1
ABLIM3	valid_symbol	ABLIM3	"actin binding LIM protein family, member 3"
GPR126	valid_symbol	GPR126	G protein-coupled receptor 126
LHX4	valid_symbol	LHX4	LIM homeobox 4
